Division,YEAR,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec
NAGA MANI MIZO TRIPURA,2003,15.3,502.4,1423.4,221.1
NAGA MANI MIZO TRIPURA,2004,7.4,563.5,1643.2,139.6
NAGA MANI MIZO TRIPURA,2005,21.4,453.7,1141.1,220.4
NAGA MANI MIZO TRIPURA,2006,12.9,498.8,1253.2,107.1
NAGA MANI MIZO TRIPURA,2007,62.6,525.8,1676.6,273.2
NAGA MANI MIZO TRIPURA,2008,44.4,305.3,1243,156.1
NAGA MANI MIZO TRIPURA,2009,3.2,330.1,1219.9,184.5
NAGA MANI MIZO TRIPURA,2010,8.9,541.4,1482,262.9
NAGA MANI MIZO TRIPURA,2011,16.1,467.4,1313.4,95.2
NAGA MANI MIZO TRIPURA,2012,34.7,427.3,1267.6,193.3
NAGA MANI MIZO TRIPURA,2013,5.9,428.9,995.2,127.1
NAGA MANI MIZO TRIPURA,2014,22.2,267.5,1237.2,73
NAGA MANI MIZO TRIPURA,2015,28.7,473.4,1287.7,132.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,41.3,238.9,1757,76.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,1.9,484.6,2613.9,80.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,14.3,201.9,2046.7,141.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,32.5,458.8,1503.7,174.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,43.2,447,2405.6,109.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,58.5,241.5,2169,149
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,31.2,336.1,2112.9,49.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,43.5,378.6,1527.8,38.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,10.7,339.7,2177.5,142.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,19.9,291.1,2535.7,199.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,29.7,473.3,2352.3,338.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,14.3,493.8,2030.1,255.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,35.9,400.1,2287.4,211.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,72.2,396,1887.9,58
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,53.9,489.5,1831.5,130.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,24.2,479.4,2756.6,216.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,22.4,264.5,2198.4,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1918,2.2,465.3,2478.2,35.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1919,24.6,276.7,2066.1,177
SUB HIMALAYAN WEST BENGAL & SIKKIM,1920,25.1,295.3,2402.5,161.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1921,43.9,715.5,2560.4,193.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1922,20.4,268.1,2620.3,93.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1923,40.2,444.5,1925.4,78.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1924,4.3,379.7,2355.4,211.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1925,9.1,559.3,2233.3,84.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1926,15.6,346.4,2162.8,112.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1927,55,401.2,2152,124
SUB HIMALAYAN WEST BENGAL & SIKKIM,1928,37.3,308.9,2250.7,272.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1929,51.7,399.4,1942,538.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1930,37.5,305.4,1646.7,194.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1931,12.4,423.2,2311.6,129.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1932,10,336.9,2057.8,310.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1933,25.9,318.9,2015,154.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1934,70.7,314.7,2065.4,162.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1935,37.9,289.7,2431.5,26.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1936,12.5,407.3,2118.8,121.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1937,68.6,336,1803.4,360.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1938,8.9,544.7,2588.7,106.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,19.8,280.8,2137.4,153.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,54.2,363,1878.7,24.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,10.1,477,2049.9,181
SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,26.1,486.4,1795.6,57.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,80.8,424.9,2367.4,44.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,52.8,408.6,2062.8,59
SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,49.2,432.6,2036.5,237.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,11.6,465.7,1986.1,305.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,2.4,340.5,2046.9,144.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,15.9,557.3,2119.1,244.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,35.1,647.8,2288.1,316.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,19.9,286.7,2324.5,131.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,1.5,331.7,2154.5,195.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,23.4,669.9,2404.3,173.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,39,405.8,2039.1,110.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,25.9,390,2549.9,89.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,7.4,326.6,2596.9,62
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,16.2,628.4,1991.4,249.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,112,203.7,1824.6,85.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,25.6,404.8,2239.4,150.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,105.5,394.6,1734.2,346
SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,6.6,350,2182,71.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,50.4,338.1,1780.8,135
SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,54.7,390.3,1996.4,80.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,2.7,459.7,1965.1,177.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,1.2,321,2504.7,154.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,22.1,350.1,2318.2,72.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,37.1,286.2,2069.1,123
SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,2.4,397.8,2312.6,147.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,31,362.4,2583.3,402.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,14.4,396,1934.6,79.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,31.4,332.9,2273.9,64.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,49.7,547.4,2274.4,355.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,51,473.9,1789.7,100
SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,49.7,448,2005.1,301.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,21.6,644.2,2489.4,186.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,50.2,350.4,2080.8,182.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,59.7,443.6,2140.8,149.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,22.6,621.3,1912.7,349.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,32.6,499.2,1711.1,134.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,34.9,257.7,1862.9,356.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,56.4,507.8,2430.4,154.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,71.8,537.1,2295.9,64.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,10.1,347.1,1895.7,84.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,83.7,458.3,2147.6,149.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,40.6,530,1982.1,195.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,32.8,471.2,2277.3,256.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,7.1,282.4,1838.9,237
SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,38.1,380.6,2609.8,157.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,31.4,436.5,2573.6,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,62.6,462.2,2182.5,147.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,113.6,596.6,2726,129.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,65.7,432.3,2474.4,99.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,56.7,363.4,1798.8,140
SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,72.9,516.2,2047.3,259.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,104.6,484.1,1443.6,95
SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,59,484.5,2812,202.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,65.1,546.1,2081.3,107.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,50.2,362.9,2024.2,114.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,50.5,533.4,2846.8,224.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,14.9,509.3,2537.9,261.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,46.9,566.6,2187.8,106.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,24.5,532.2,1730.5,325.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,40.1,514.4,1897.2,95.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,96.3,473.3,1895.1,258.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,31.4,491.5,1980.1,211.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,40.6,541.6,1945.1,280.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,17.7,429.6,1668.2,146.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,84.2,421.7,2042.5,90.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,55.3,393,2117.3,124.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,46.3,478.9,1549.6,249.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,25.2,590,1920.8,76.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,28.4,453.9,1858.6,77.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,29.2,407.7,2056,139.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,26.7,443.4,1717.6,218.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,26.9,394.2,1862.6,38.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,30.7,518.5,1883,86.4
GANGETIC WEST BENGAL,1901,95.5,189.7,1068,134.4
GANGETIC WEST BENGAL,1902,1.2,309.6,984,52.9
GANGETIC WEST BENGAL,1903,42.1,146.4,959.6,206.2
GANGETIC WEST BENGAL,1904,24,213.3,1106.4,39.3
GANGETIC WEST BENGAL,1905,80.5,326.3,1147.6,112.6
GANGETIC WEST BENGAL,1906,170.4,135.7,936.9,152.6
GANGETIC WEST BENGAL,1907,24.8,226.9,1047.3,38
GANGETIC WEST BENGAL,1908,32.1,117.1,1229.2,21.5
GANGETIC WEST BENGAL,1909,12.1,242.9,1344.8,98
GANGETIC WEST BENGAL,1910,33.8,159.4,1021.8,170.9
GANGETIC WEST BENGAL,1911,4.1,188.5,966.7,105.5
GANGETIC WEST BENGAL,1912,25.3,229.8,914,178.2
GANGETIC WEST BENGAL,1913,114.8,204.9,1356.3,150.9
GANGETIC WEST BENGAL,1914,31,309.2,998.8,44.9
GANGETIC WEST BENGAL,1915,15.1,228.5,919,147.6
GANGETIC WEST BENGAL,1916,2.7,101.2,1131.6,365
GANGETIC WEST BENGAL,1917,34,220.6,1153.2,368
GANGETIC WEST BENGAL,1918,1.4,281.8,1104.8,7.5
GANGETIC WEST BENGAL,1919,61.3,197.6,1139.8,83.6
GANGETIC WEST BENGAL,1920,37.1,244.1,973.7,108.7
GANGETIC WEST BENGAL,1921,46.6,123.9,1077.8,51.9
GANGETIC WEST BENGAL,1922,10.5,95.4,1467.7,81.9
GANGETIC WEST BENGAL,1923,92.3,101.8,1000.8,90.3
GANGETIC WEST BENGAL,1924,13.5,103.7,1004.7,144.6
GANGETIC WEST BENGAL,1925,25.5,213.5,847,187.6
GANGETIC WEST BENGAL,1926,35.9,222.4,1358.1,89
GANGETIC WEST BENGAL,1927,69,128.1,931.2,62.3
GANGETIC WEST BENGAL,1928,15.9,163.8,1293.5,151.8
GANGETIC WEST BENGAL,1929,56,133.1,1072.3,296
GANGETIC WEST BENGAL,1930,13.8,124.8,1105,137.3
GANGETIC WEST BENGAL,1931,76.8,161.3,1009.4,228.3
GANGETIC WEST BENGAL,1932,12.9,233.6,885.9,174.4
GANGETIC WEST BENGAL,1933,69.6,250.9,1398.9,147.7
GANGETIC WEST BENGAL,1934,25.1,99,875.6,117.7
GANGETIC WEST BENGAL,1935,38.3,99,866.5,11.2
GANGETIC WEST BENGAL,1936,22.4,260.5,1136.6,86.1
GANGETIC WEST BENGAL,1937,112.8,155.8,1142.5,111.4
GANGETIC WEST BENGAL,1938,48.8,246.6,949.3,93.1
GANGETIC WEST BENGAL,1939,25.5,101.3,1329.1,242.6
GANGETIC WEST BENGAL,1940,30.3,221.1,1038.1,68.9
GANGETIC WEST BENGAL,1941,29.7,115.9,1361.3,294.3
GANGETIC WEST BENGAL,1942,18,130.8,1310.3,156.5
GANGETIC WEST BENGAL,1943,65.1,155.9,1135.3,90
GANGETIC WEST BENGAL,1944,84.3,121.1,1121.8,79.1
GANGETIC WEST BENGAL,1945,31.6,191,804.3,244.6
GANGETIC WEST BENGAL,1946,4.2,260.4,1224.3,225.3
GANGETIC WEST BENGAL,1947,16.5,165.7,1050.9,129.9
GANGETIC WEST BENGAL,1948,58.1,236.9,1006.8,230.3
GANGETIC WEST BENGAL,1949,9.8,337.2,1034.8,111.8
GANGETIC WEST BENGAL,1950,6.5,141.2,1259.5,208.5
GANGETIC WEST BENGAL,1951,0.4,142.7,894.5,176.5
GANGETIC WEST BENGAL,1952,1.4,199.9,1032.2,162.1
GANGETIC WEST BENGAL,1953,39.9,80.3,1291,94.6
GANGETIC WEST BENGAL,1954,18.2,100.5,875,86.3
GANGETIC WEST BENGAL,1955,5.2,83.8,953.4,225.9
GANGETIC WEST BENGAL,1956,38.3,217.9,1283.7,174.2
GANGETIC WEST BENGAL,1957,76.8,31.1,984.4,38.3
GANGETIC WEST BENGAL,1958,38.4,109.5,885.1,118.2
GANGETIC WEST BENGAL,1959,46.3,137,1297.7,332
GANGETIC WEST BENGAL,1960,2,154.2,1017.7,71.6
GANGETIC WEST BENGAL,1961,86.8,111.6,990.1,101.9
GANGETIC WEST BENGAL,1962,21.9,140.9,869.7,141.1
GANGETIC WEST BENGAL,1963,2.7,170.9,974.4,141.5
GANGETIC WEST BENGAL,1964,13.8,161.1,971.6,132
GANGETIC WEST BENGAL,1965,34.2,124.5,1024.5,80.5
GANGETIC WEST BENGAL,1966,37.5,66.8,888.5,125.9
GANGETIC WEST BENGAL,1967,55.8,163.2,1074.4,55
GANGETIC WEST BENGAL,1968,13.3,55.7,1374.3,154.3
GANGETIC WEST BENGAL,1969,9.9,190.1,1134.9,69.3
GANGETIC WEST BENGAL,1970,25.9,111.1,1300.7,210.9
GANGETIC WEST BENGAL,1971,44.8,301.1,1559,194.9
GANGETIC WEST BENGAL,1972,45.8,45.6,1179.9,61.8
GANGETIC WEST BENGAL,1973,10.2,227.8,1245.7,251.5
GANGETIC WEST BENGAL,1974,3.6,207.5,1114.6,144.9
GANGETIC WEST BENGAL,1975,28.6,114.5,1138.9,184.2
GANGETIC WEST BENGAL,1976,32.8,201.3,922.6,83.8
GANGETIC WEST BENGAL,1977,35.9,273.6,1361,170.1
GANGETIC WEST BENGAL,1978,22.6,216.5,1467.9,165.5
GANGETIC WEST BENGAL,1979,43.3,58.7,975.9,79.9
GANGETIC WEST BENGAL,1980,38.1,192.7,1131.2,159.1
GANGETIC WEST BENGAL,1981,77.6,426.5,1316.7,88.2
GANGETIC WEST BENGAL,1982,38.2,195.2,830.4,47.1
GANGETIC WEST BENGAL,1983,48.2,223.7,1009.4,182.3
GANGETIC WEST BENGAL,1984,21.7,129.8,1568.4,111.8
GANGETIC WEST BENGAL,1985,32.9,132.4,1109.1,139
GANGETIC WEST BENGAL,1986,15.9,201.7,1244.8,328.5
GANGETIC WEST BENGAL,1987,8.9,187.2,1309.9,85.5
GANGETIC WEST BENGAL,1988,24.6,208.1,1308.4,140.4
GANGETIC WEST BENGAL,1989,5.3,185.1,1308.3,127.5
GANGETIC WEST BENGAL,1990,64.4,346,1325.4,225.6
GANGETIC WEST BENGAL,1991,39.2,142.2,1219,208.7
GANGETIC WEST BENGAL,1992,63.5,152.1,1128.3,70.7
GANGETIC WEST BENGAL,1993,4,235.6,1387.6,132.5
GANGETIC WEST BENGAL,1994,72.6,169,1196.8,92.5
GANGETIC WEST BENGAL,1995,50.3,221.7,1411,253.1
GANGETIC WEST BENGAL,1996,24.2,117,1202.7,160
GANGETIC WEST BENGAL,1997,42.3,244.1,1288.1,83.1
GANGETIC WEST BENGAL,1998,83.9,268.9,1011.5,268.4
GANGETIC WEST BENGAL,1999,0.8,230,1517.2,209
GANGETIC WEST BENGAL,2000,67.4,272.8,1153.9,77.9
GANGETIC WEST BENGAL,2001,2.2,258,1108,172.4
GANGETIC WEST BENGAL,2002,27.8,218.1,1244.9,122.5
GANGETIC WEST BENGAL,2003,12.2,188.2,928.2,368.1
GANGETIC WEST BENGAL,2004,4.9,150.7,1192.3,221.5
GANGETIC WEST BENGAL,2005,38.6,207,1002.6,356.6
GANGETIC WEST BENGAL,2006,3.9,191.9,1408.8,55.9
GANGETIC WEST BENGAL,2007,60.1,176.7,1624.2,80.4
GANGETIC WEST BENGAL,2008,61.8,148.8,1272.3,72.4
GANGETIC WEST BENGAL,2009,3.8,249.5,974.6,87.1
GANGETIC WEST BENGAL,2010,10.5,151.3,770.7,132.2
GANGETIC WEST BENGAL,2011,5.2,248.1,1393.6,39.6
GANGETIC WEST BENGAL,2012,56,106.3,969.9,135.8
GANGETIC WEST BENGAL,2013,12.5,246.3,1152,353.3
GANGETIC WEST BENGAL,2014,43.1,146.2,1014.4,57.7
GANGETIC WEST BENGAL,2015,18.4,165.6,1304.9,41.3
ORISSA,1901,104.6,146.7,859.6,173.3
ORISSA,1902,3.5,172.1,1097.6,75.8
ORISSA,1903,38.6,118.5,1125.5,285.7
ORISSA,1904,12.4,130.9,1257.8,113.7
ORISSA,1905,41.5,230.7,1047.6,37.5
ORISSA,1906,108.1,92.2,1081.3,126.7
ORISSA,1907,17,202.3,1166.8,61.1
ORISSA,1908,36.8,81.4,1267.1,45.3
ORISSA,1909,17.7,206.3,1209.2,102.2
ORISSA,1910,11.2,115.5,1247.1,224.7
ORISSA,1911,2.7,101.4,1200,113.2
ORISSA,1912,63.5,99.3,1123.4,111
ORISSA,1913,57.5,108.9,1200.7,177.1
ORISSA,1914,20.2,252.3,1305.3,20.7
ORISSA,1915,36.9,137.1,988.3,274.8
ORISSA,1916,5,80.1,1122.5,271.9
ORISSA,1917,68.5,145.2,1255.4,381.1
ORISSA,1918,11.1,175.5,1094.7,16.1
ORISSA,1919,116.4,131.7,1317.6,192.4
ORISSA,1920,21.5,128.8,1205.8,46.5
ORISSA,1921,49.7,47.7,1159.4,67.2
ORISSA,1922,20.2,62.4,1302.9,81
ORISSA,1923,66.4,61.1,939,192.1
ORISSA,1924,36.1,100.8,868.1,258.3
ORISSA,1925,2,170,1418.6,217.2
ORISSA,1926,46.1,176.5,1222.4,90.7
ORISSA,1927,30.2,72.2,1308.8,114.3
ORISSA,1928,9.3,137.9,1228.2,210.3
ORISSA,1929,36.8,67.2,1332.7,201.1
ORISSA,1930,12.4,81.4,1156.3,196.3
ORISSA,1931,44.2,83.6,1055.9,293.4
ORISSA,1932,34.3,104.1,1108.6,193.3
ORISSA,1933,75.2,169.9,1436.7,169.2
ORISSA,1934,1.5,36.2,1327.9,123.3
ORISSA,1935,11.3,70.7,1117.5,19.9
ORISSA,1936,59.7,174.9,1469.9,171.4
ORISSA,1937,89,160.2,1241.6,76.5
ORISSA,1938,27.8,148.1,1063,202.7
ORISSA,1939,18.9,80.2,1260.9,203.3
ORISSA,1940,35.3,232.3,1348,72.1
ORISSA,1941,29.7,85,1103,217.5
ORISSA,1942,23.4,69.8,1216.9,138.3
ORISSA,1943,68,135.3,1291.2,92
ORISSA,1944,108,154.8,1180.6,164.6
ORISSA,1945,25,108.7,1215.9,189
ORISSA,1946,2.6,193.1,1242.3,176.8
ORISSA,1947,41.1,70.4,1100.7,198.6
ORISSA,1948,50.1,102.7,1024.1,156.9
ORISSA,1949,4,121.8,999.8,223.3
ORISSA,1950,21.2,126.8,1051.6,193.2
ORISSA,1951,2.2,174.8,1026.6,192.6
ORISSA,1952,9.8,123.7,1203.4,179.9
ORISSA,1953,45.8,37.7,1245.3,109
ORISSA,1954,6.8,78.1,990.8,132.4
ORISSA,1955,0.3,114.4,1167,315.3
ORISSA,1956,39.3,148.2,1499.5,198.4
ORISSA,1957,39,76.3,1112.7,49.6
ORISSA,1958,54.3,87.8,1212.6,269.3
ORISSA,1959,30.9,72.1,1218.2,174.7
ORISSA,1960,6.2,106.8,1331.8,148.2
ORISSA,1961,132.1,78.9,1542.1,192.2
ORISSA,1962,13.4,89.8,1072.2,171.2
ORISSA,1963,7,146.1,1198.1,210.8
ORISSA,1964,30,94,1138.3,92.3
ORISSA,1965,27.8,134.7,926.2,85.9
ORISSA,1966,53.5,66.8,1013.4,153.2
ORISSA,1967,71.4,154.3,1171,30.8
ORISSA,1968,63.1,92.9,1070.3,237.8
ORISSA,1969,1.7,112.1,1082.3,87.1
ORISSA,1970,32.1,140.2,1170.5,69.5
ORISSA,1971,39.6,161,1164.2,232.1
ORISSA,1972,22,44.8,1133.8,124.4
ORISSA,1973,7.3,109.7,1185.4,271
ORISSA,1974,1.3,84.3,790.4,111.1
ORISSA,1975,19.5,58.1,1161.4,153
ORISSA,1976,10.1,94.3,1002.5,72
ORISSA,1977,9.9,181.1,1129.1,157.8
ORISSA,1978,35,111.5,1180.8,111.7
ORISSA,1979,21.5,50.9,862.2,61.2
ORISSA,1980,20,124.8,1223.3,94.8
ORISSA,1981,39.4,197.8,1032.7,25.7
ORISSA,1982,37.8,170.1,1010.7,39.8
ORISSA,1983,56.9,137.3,1130.1,107.7
ORISSA,1984,16,84.1,1221.8,55.7
ORISSA,1985,59.2,74,1297.2,176.9
ORISSA,1986,61.6,129.1,1125.2,244.1
ORISSA,1987,14.1,104,791.6,187.9
ORISSA,1988,49.5,137.7,1055.1,64.6
ORISSA,1989,0.1,99.2,1170.2,30.2
ORISSA,1990,50.3,325.2,1152.3,377.2
ORISSA,1991,22.8,87.7,1228.6,133.7
ORISSA,1992,23,83.8,1149.1,73.6
ORISSA,1993,1.3,149.6,1200.9,96.2
ORISSA,1994,32.6,100.6,1529.9,81.5
ORISSA,1995,67.7,337.7,954.3,254.3
ORISSA,1996,24.8,68.4,909.3,59.3
ORISSA,1997,23.2,142.7,1215.5,123.2
ORISSA,1998,59.8,149.1,934.8,213.4
ORISSA,1999,0.8,168.9,1085.3,229.3
ORISSA,2000,34.2,97,937.6,28.3
ORISSA,2001,1.8,132,1433.2,105.6
ORISSA,2002,11.9,105.7,930.2,54.9
ORISSA,2003,16.3,68.9,1235.7,327.3
ORISSA,2004,14.8,85.3,1038.9,151.4
ORISSA,2005,33.4,90.1,1153.5,226.4
ORISSA,2006,0.2,160.5,1508.8,47.4
ORISSA,2007,33.2,91.8,1428.4,80.4
ORISSA,2008,37.9,83.1,1393.2,24.8
ORISSA,2009,2.4,72,1122.7,133.2
ORISSA,2010,9.9,106.4,969.9,205.7
ORISSA,2011,19.8,138.7,1167,20.7
ORISSA,2012,54.4,57,1153.3,141.3
ORISSA,2013,11.2,113.4,1115.6,392.2
ORISSA,2014,17.7,148.7,1255.7,114.8
ORISSA,2015,18.4,110.7,1034.5,46.5
JHARKHAND,1901,159.3,63,1003.4,48.8
JHARKHAND,1902,11.9,101.5,1057.5,26.7
JHARKHAND,1903,44.6,99.9,819.3,210.6
JHARKHAND,1904,19.6,163.3,1264.6,33.3
JHARKHAND,1905,91.7,160.7,1078.3,24
JHARKHAND,1906,174.3,71.5,963.5,105
JHARKHAND,1907,61.4,129.7,1238.1,26.5
JHARKHAND,1908,58.7,54,1075.9,25.6
JHARKHAND,1909,42.3,106.9,1262,36.7
JHARKHAND,1910,29.7,70.5,1103.3,94
JHARKHAND,1911,0.9,64.7,1269.6,140.2
JHARKHAND,1912,26.9,87.4,943.2,85.5
JHARKHAND,1913,113.5,118.9,1244.8,108.4
JHARKHAND,1914,24.8,193.1,974.7,23
JHARKHAND,1915,44.4,102.7,855.1,100
JHARKHAND,1916,14.3,39.9,1043.1,267
JHARKHAND,1917,41.8,133.2,1270.5,278.8
JHARKHAND,1918,6.5,97.6,1056.3,2.2
JHARKHAND,1919,119.1,110.4,1313,91
JHARKHAND,1920,19.5,113.3,1275.9,6.3
JHARKHAND,1921,48.1,35.2,1127.7,22.8
JHARKHAND,1922,14.4,34,1325.9,68.9
JHARKHAND,1923,69,37.1,1260.9,64.8
JHARKHAND,1924,39.5,40.4,1173.7,178.2
JHARKHAND,1925,10.8,133.8,1111.3,71.7
JHARKHAND,1926,36.9,150,1223,68.5
JHARKHAND,1927,126.8,76.3,1012.8,67.2
JHARKHAND,1928,63.2,77.4,1055.5,187.8
JHARKHAND,1929,79.1,53.5,1190,288.8
JHARKHAND,1930,5.2,42.3,1216.5,170
JHARKHAND,1931,123.9,57.3,1022.3,146.9
JHARKHAND,1932,32.8,64.8,989.5,106.6
JHARKHAND,1933,119.9,139.9,1191.8,84.1
JHARKHAND,1934,34.3,28.4,1062.8,71.9
JHARKHAND,1935,57.5,40,1051.9,2.1
JHARKHAND,1936,34.8,111.8,1361,156.7
JHARKHAND,1937,96.4,97.7,1126.4,130.1
JHARKHAND,1938,65.2,103.1,1014.5,47.1
JHARKHAND,1939,62.4,75.3,1239.5,142.4
JHARKHAND,1940,38.4,147.5,980.3,65.8
JHARKHAND,1941,45.9,61.7,1206.5,199.3
JHARKHAND,1942,70.2,73.8,1412.3,32.7
JHARKHAND,1943,88.9,74.5,1312.5,80.1
JHARKHAND,1944,99.8,94.3,1075.1,117.1
JHARKHAND,1945,73.2,71.2,1015.3,149
JHARKHAND,1946,16.1,169.3,1197.5,170.4
JHARKHAND,1947,36.2,84.3,991.2,122.8
JHARKHAND,1948,45.4,73.1,1097.1,187
JHARKHAND,1949,37.9,180.7,1151,67
JHARKHAND,1950,15.9,69.6,1270.7,36.7
